broadband_number,data_usage_mb,login_attempts,bill_amount,payment_delay_days,network_latency_ms,packet_loss_percent,download_speed_mbps
570303335,2608.84,119,378.4,7.0,50.39,0.57,112.79
570313735,3061.53,98,364.74,5.0,52.65,1.34,101.95
570419175,4063.78,162,334.38,5.0,56.12,1.16,114.59
570420373,3187.41,85,325.23,4.0,51.48,0.82,90.14
570486956,3471.0,102,333.6,8.0,50.21,0.99,108.35
570517370,3144.09,131,242.01,6.0,56.5,1.0,103.48
570541596,2617.94,65,278.57,5.0,55.73,1.17,95.88
570581738,3028.8,77,238.4,9.0,55.36,1.01,91.96
570585613,2720.94,128,292.1,6.0,48.45,0.87,103.86
570595357,3367.86,137,305.54,8.0,47.29,0.96,115.68
570639502,3022.24,128,316.09,4.0,57.61,0.93,107.78
570673512,2863.07,75,285.29,7.0,46.25,1.15,104.12
570723947,2890.74,162,253.29,6.0,51.44,0.62,110.86
570771456,2834.16,131,351.59,7.0,50.43,1.1,106.71
570809984,2947.25,120,359.19,5.0,52.84,0.92,113.14
570814910,2434.49,95,268.45,6.0,52.14,0.95,86.86
570836408,2365.6,98,200.08,6.0,54.61,0.68,90.8
570912716,3056.6,131,266.18,10.0,56.9,1.18,101.8
571009796,3254.09,116,257.6,6.0,52.03,1.03,93.49
571031289,2305.16,139,350.73,9.0,53.98,0.93,102.92
571043873,2386.19,167,258.9,7.0,51.49,0.73,109.81
571076976,3536.19,112,311.03,5.0,42.48,1.11,89.43
571080618,1815.24,92,286.92,6.0,54.03,1.37,107.12
571087598,1702.81,66,334.89,7.0,57.53,1.11,105.37
571100644,2870.25,144,278.28,6.0,47.34,0.96,103.11
571156935,2902.04,132,287.98,7.0,50.9,1.2,106.32
571165123,2560.73,90,357.49,7.0,48.3,0.8,113.76
571256821,2580.77,107,314.0,12.0,48.62,0.74,105.62
571275755,2615.33,130,314.67,8.0,49.92,1.13,99.08
571314938,2595.07,169,275.66,6.0,46.71,0.94,95.69
571392590,2885.75,100,161.27,9.0,44.87,1.02,97.34
571396738,3595.99,122,362.22,11.0,51.22,0.23,104.79
571401694,1375.93,145,251.82,10.0,52.44,0.8,111.44
571415139,2989.67,109,314.45,4.0,55.62,1.28,77.0
571517588,2604.56,84,270.67,8.0,51.69,0.79,95.26
571568211,2404.74,108,246.5,6.0,48.44,1.05,104.54
571594742,3440.35,116,327.91,10.0,47.63,0.82,110.43
571646377,3481.17,105,311.58,6.0,53.28,0.7,96.93
571739843,3233.59,138,333.29,6.0,48.84,0.81,99.77
571796561,3158.12,120,228.01,9.0,49.25,0.96,104.49
571827487,3327.78,127,309.35,5.0,50.12,0.71,99.92
571852173,2204.95,83,271.88,5.0,45.77,1.35,93.18
572064264,2772.1,88,344.19,8.0,51.91,1.32,81.07
572077539,3933.67,124,386.85,4.0,48.88,0.74,102.59
572086136,3172.11,114,288.18,8.0,49.04,1.28,98.78
572117574,3044.78,85,273.88,8.0,52.23,1.0,108.33
572167861,2040.07,121,343.53,6.0,46.83,1.45,95.11
572187405,3224.61,103,275.47,5.0,49.82,1.06,96.21
572196501,4140.68,109,357.83,8.0,49.16,0.98,113.85
572207322,2783.17,84,282.41,10.0,55.07,0.95,100.15
572232399,3836.18,150,420.42,7.0,53.46,0.74,104.57
572267032,3843.05,77,337.99,9.0,50.02,1.18,100.38
572428896,2955.09,155,286.67,7.0,50.11,0.76,85.89
572432688,2837.18,136,298.52,7.0,51.32,1.06,84.58
572446082,3001.68,115,188.42,7.0,44.22,1.02,99.45
572560283,3491.28,130,328.83,4.0,48.66,1.25,96.89
572567184,3011.76,143,243.25,10.0,53.16,1.04,102.59
572575496,3328.48,101,273.54,4.0,51.31,1.22,114.64
572587962,3577.56,131,328.93,6.0,50.56,0.68,89.1
572684400,3361.3,136,241.62,9.0,42.88,1.21,103.06
572767838,2760.12,77,165.29,6.0,50.21,0.98,111.53
572856922,3628.41,95,241.75,6.0,55.13,0.97,114.18
572876774,3150.79,95,293.69,7.0,50.88,1.11,112.71
572915318,3236.81,84,396.35,10.0,48.49,1.14,92.76
572982867,3129.51,130,302.4,5.0,53.96,0.81,96.59
573066753,2590.48,105,297.99,8.0,45.83,0.7,95.63
573166266,2883.52,96,272.23,6.0,49.94,1.08,97.46
573198623,4870.34,84,280.95,8.0,50.71,0.88,102.64
573220696,3344.57,54,370.23,7.0,48.77,1.25,104.29
573263885,4143.55,86,285.95,7.0,46.64,0.92,101.74
573441731,3815.79,72,291.36,6.0,50.68,0.7,97.11
573442074,3996.96,110,320.23,7.0,52.71,0.94,91.28
573639708,2597.73,134,309.88,6.0,51.38,1.04,102.38
573650998,3851.41,111,286.02,6.0,49.6,0.84,103.18
573714741,2814.88,104,301.49,7.0,48.08,0.68,111.04
573716000,3666.88,114,229.15,6.0,51.68,1.38,105.24
573720979,3055.64,148,396.63,5.0,47.77,1.38,91.04
573869647,3012.81,126,419.42,6.0,52.57,1.0,103.5
573928549,2137.09,138,319.24,7.0,53.4,1.07,110.34
574008629,3954.93,124,402.86,7.0,51.74,0.71,105.66
574043037,3792.19,82,294.44,6.0,48.23,1.17,111.6
574119252,3633.92,85,259.32,5.0,47.45,1.14,102.59
574180001,3465.99,66,387.1,10.0,47.83,1.36,95.75
574252313,3506.78,75,298.19,8.0,55.06,1.3,89.68
574296809,2445.09,150,346.55,7.0,57.6,1.46,106.52
574354708,3182.19,174,377.49,7.0,51.46,0.97,93.42
574418152,3021.46,84,346.57,8.0,50.24,0.79,93.27
574424939,3956.39,107,316.05,8.0,53.65,0.7,107.25
574443828,3578.03,135,232.09,8.0,49.25,1.36,110.95
574476619,4347.42,126,334.65,6.0,53.16,0.73,97.07
574541959,2339.96,101,360.38,9.0,48.08,0.47,81.98
574594379,2261.71,56,372.95,10.0,44.91,0.78,96.87
574626870,3601.68,134,276.69,11.0,53.06,1.2,102.27
574710558,2571.31,140,363.15,10.0,41.84,0.86,108.86
574813381,3122.61,68,179.66,8.0,52.1,1.24,104.81
574952133,3415.03,118,374.02,8.0,55.39,0.64,109.99
574969862,2268.17,128,361.64,9.0,50.4,0.84,102.68
575009129,2776.47,133,256.91,6.0,49.38,1.42,95.1
575012627,2904.09,159,276.36,4.0,55.41,1.21,110.91
575067601,3639.87,169,286.86,11.0,49.79,1.11,93.7
575069649,3261.26,124,328.01,8.0,50.93,1.02,95.16
575124135,2865.71,146,365.56,8.0,48.31,1.06,107.54
575141744,3128.79,125,339.57,6.0,46.97,0.79,100.64
575157873,4173.2,140,362.99,8.0,44.5,0.83,107.41
575201057,2624.3,150,279.54,7.0,43.12,0.84,99.03
575204164,3228.95,103,214.8,5.0,52.9,0.67,100.34
575226144,3062.31,149,260.02,6.0,54.24,0.66,90.17
575234296,2641.0,133,256.52,8.0,49.94,1.7,100.7
575306068,2598.88,133,390.54,7.0,44.96,1.16,102.58
575320366,3777.54,81,336.54,9.0,44.96,1.23,102.41
575330746,3510.02,128,403.02,8.0,43.28,0.64,102.49
575440245,2670.57,154,223.17,7.0,53.58,1.39,79.86
575459449,2850.0,97,316.48,8.0,46.07,0.91,84.14
575522809,3039.14,136,326.76,9.0,55.22,0.99,90.94
575537149,3090.96,79,360.81,9.0,50.2,1.18,96.65
575625300,3371.44,89,413.04,9.0,49.23,1.33,107.12
575626013,2646.63,71,273.01,6.0,52.89,1.16,100.37
575675395,3357.83,135,276.28,8.0,45.64,1.22,102.34
575691888,2313.73,104,320.75,6.0,46.87,1.08,113.86
575695267,1970.47,112,371.5,10.0,49.38,1.16,97.2
575699392,2786.21,127,296.87,8.0,47.75,1.15,84.42
575701202,3727.06,154,330.73,6.0,45.18,1.0,89.27
575765483,2216.65,149,199.44,7.0,44.06,1.14,108.28
575777727,3040.15,129,267.79,7.0,58.74,1.0,96.95
575822438,2683.22,126,276.5,4.0,45.99,0.94,103.13
575838584,2346.84,134,274.85,7.0,48.26,1.03,97.76
575959298,4457.06,61,292.7,6.0,52.32,1.01,92.67
575997736,3560.9,161,164.28,8.0,51.13,1.18,104.59
576040378,3735.48,81,293.41,7.0,50.89,0.83,107.77
576061777,3462.59,183,305.96,4.0,52.93,1.11,85.16
576127105,2294.41,111,206.7,9.0,43.67,1.31,107.1
576312952,3174.87,56,276.19,5.0,54.27,1.01,90.49
576323108,2804.19,150,458.24,6.0,50.93,0.51,88.02
576369743,2675.64,124,198.98,7.0,48.85,1.27,108.58
576371103,4059.2,168,253.53,6.0,49.57,1.0,108.19
576383248,3119.05,141,280.02,6.0,44.05,0.92,97.7
576472207,2773.46,126,248.57,6.0,46.77,0.54,109.04
576507791,3322.35,101,276.8,6.0,45.69,0.52,81.23
576564404,2376.37,96,395.09,7.0,45.33,0.72,113.23
576599593,3384.63,86,282.84,5.0,47.06,0.94,102.12
576637457,2986.01,57,266.32,6.0,47.8,0.85,103.12
576761200,3094.09,112,240.16,6.0,54.35,0.84,97.9
576764101,2211.07,55,135.09,5.0,50.24,0.77,102.08
576814439,2753.94,93,222.7,8.0,54.01,0.66,87.96
576817192,3518.47,185,184.82,8.0,46.3,1.19,109.77
576861980,2713.61,139,247.44,5.0,51.74,0.51,110.56
577059825,2754.19,107,291.41,6.0,43.6,1.11,97.1
577158723,3675.85,85,320.27,11.0,48.27,0.63,100.57
577270995,2781.08,89,445.03,9.0,55.39,0.84,107.98
577307551,3341.54,102,237.48,5.0,57.17,0.78,98.96
577355226,2568.61,96,343.47,6.0,47.89,1.27,99.02
577371293,2217.17,90,339.71,8.0,45.99,0.56,100.36
577423569,3538.23,138,367.35,6.0,46.1,1.29,104.17
577458715,2400.84,102,268.89,9.0,53.18,0.64,108.96
577495302,3018.45,128,229.09,9.0,59.3,0.69,94.51
577648588,3345.66,141,226.5,8.0,50.78,1.22,102.26
577771503,2427.01,133,271.93,10.0,50.34,0.9,103.41
577997428,3026.88,98,373.75,8.0,44.79,0.74,87.31
578039723,3680.5,117,184.61,6.0,48.3,0.8,91.36
578045224,1588.44,110,247.93,7.0,44.87,1.15,110.97
578105069,2216.32,154,319.26,9.0,46.88,0.85,102.74
578148760,2459.54,103,249.39,8.0,49.19,1.01,92.14
578178214,1850.35,104,257.12,4.0,55.92,0.99,90.83
578298772,4246.21,94,241.96,6.0,51.19,0.85,114.48
578308363,3376.59,114,347.6,10.0,46.07,0.94,92.59
578345772,2945.06,112,323.89,6.0,49.44,0.78,98.24
578346786,3801.45,104,356.59,7.0,47.37,1.09,104.78
578350960,2817.88,133,262.05,6.0,54.14,1.04,90.09
578424590,3690.29,120,271.58,6.0,51.74,0.55,100.91
578457377,3052.53,114,376.29,7.0,45.42,0.96,103.17
578601829,2372.91,80,342.09,6.0,51.77,0.51,107.8
578720701,2947.63,85,376.24,4.0,41.5,0.96,102.44
578788381,2965.96,140,342.11,7.0,46.47,1.14,90.36
578849411,3933.22,123,302.49,10.0,51.76,0.83,111.24
578910877,2701.2,110,383.97,7.0,49.91,1.14,115.43
578937903,4650.76,103,214.67,6.0,53.05,1.34,93.32
579199293,2467.62,85,293.02,7.0,50.1,0.7,87.45
579200736,3365.18,99,338.51,5.0,50.95,0.5,94.72
579225005,3787.28,130,336.53,8.0,42.81,1.28,97.11
579281607,2505.71,110,373.06,12.0,58.42,0.95,94.11
579288772,1540.64,49,275.07,8.0,48.54,1.07,110.59
579313476,2371.98,88,410.54,8.0,38.41,1.1,91.64
579348781,2034.9,106,301.8,5.0,48.91,1.12,111.93
579382256,3973.05,111,283.95,8.0,47.48,0.97,101.95
579465520,2967.27,118,174.88,8.0,48.82,1.18,106.4
579566930,2923.02,127,339.28,6.0,47.69,1.04,101.82
579606904,2411.19,99,326.74,9.0,51.11,0.79,102.5
579619885,2982.13,123,286.49,5.0,40.08,1.23,117.3
579719933,2564.2,132,414.3,6.0,40.1,0.92,100.65
579735827,2044.91,95,336.26,3.0,46.52,1.3,86.7
579749205,2871.32,107,256.88,7.0,48.56,0.99,96.37
579763679,2770.6,144,304.3,5.0,49.69,0.78,104.42
579838672,4201.37,103,292.02,6.0,46.01,0.93,102.4
579974283,2654.37,151,280.89,9.0,44.68,1.19,87.39
630047699,2719.76,100,344.25,6.0,50.19,0.94,96.89
630069457,4343.4,71,311.98,8.0,46.81,0.84,106.61
630141155,4171.84,113,274.7,8.0,46.96,0.62,93.33
630141348,2752.93,104,122.48,9.0,47.77,0.97,97.88
630155810,2477.56,99,326.48,8.0,52.41,0.4,99.03
630185466,2998.36,92,375.73,8.0,49.61,0.72,90.17
630343632,1658.34,66,264.19,4.0,49.31,1.36,98.09
630353945,3130.59,98,220.8,3.0,44.87,1.1,97.28
630354688,2915.76,81,379.81,8.0,46.75,1.33,109.46
630382646,3040.02,106,201.76,8.0,53.24,0.61,87.84
630437630,3463.02,149,253.27,6.0,56.7,1.04,96.34
630471110,2179.32,173,320.01,6.0,43.73,1.0,93.78
630586906,2876.71,68,242.64,8.0,53.22,0.85,85.47
630598095,3151.06,113,266.4,6.0,52.75,0.69,102.44
630676513,2180.26,145,223.08,9.0,57.66,1.0,108.31
630698689,3362.11,70,341.21,8.0,51.27,1.21,106.76
630794953,3149.2,115,233.46,8.0,43.14,0.7,98.7
630800480,3696.83,138,362.86,7.0,48.86,1.15,105.56
630810978,3316.7,116,250.35,9.0,53.11,0.91,92.83
630813847,3485.98,119,202.64,8.0,49.56,0.98,104.75
630849647,1985.46,69,347.49,6.0,49.26,1.2,99.05
630857440,3090.69,77,337.06,10.0,49.1,0.84,105.55
630925705,3194.54,114,254.85,7.0,45.12,1.2,93.79
630936665,2945.25,78,252.07,8.0,50.66,0.97,100.86
630940349,1781.8,138,354.08,6.0,50.95,0.85,100.2
630967632,3358.81,102,158.01,8.0,46.6,1.1,95.84
631098553,2506.14,94,325.06,10.0,53.95,1.11,94.19
631120879,2914.52,134,398.18,10.0,57.26,0.61,92.37
631123000,2444.46,77,225.98,9.0,43.76,1.07,104.24
631168819,2783.17,122,397.52,5.0,50.66,0.33,100.26
631200369,3750.49,93,417.29,9.0,50.93,0.79,96.41
631226159,3066.19,166,290.91,8.0,52.26,1.37,84.88
631277082,4030.44,131,369.81,8.0,50.98,0.89,102.5
631305706,1726.32,121,398.9,9.0,47.12,1.07,92.35
631311628,3722.57,115,220.77,3.0,51.56,1.02,97.58
631333920,2999.7,101,329.16,3.0,44.28,1.13,108.5
631337657,4034.71,129,264.75,8.0,49.03,1.26,95.08
631362020,2332.32,120,267.55,8.0,49.08,1.03,104.56
631369912,2518.14,128,246.37,6.0,46.76,0.98,102.09
631418455,2933.51,114,247.5,4.0,54.88,0.68,119.01
631432275,2791.12,89,308.07,9.0,51.96,1.04,113.9
631477521,2754.89,153,288.06,6.0,45.92,1.0,91.33
631489501,3421.85,82,310.96,7.0,46.53,1.1,91.71
631538941,3330.38,152,264.4,8.0,55.58,1.13,101.27
631556820,3459.66,86,438.34,6.0,53.59,0.76,100.53
631566746,3287.68,170,336.57,4.0,54.33,1.1,100.65
631625274,2443.06,134,285.81,8.0,50.86,0.87,105.36
631704097,3875.21,137,342.46,9.0,52.66,1.31,93.35
631773435,3582.51,123,339.1,8.0,50.38,0.96,102.08
631778092,3510.81,82,316.54,7.0,49.45,1.1,118.17
631817194,1809.68,101,353.58,9.0,49.62,0.81,108.62
631899268,3610.95,92,264.08,9.0,45.22,0.85,98.82
631982278,3940.26,155,208.99,7.0,57.86,1.38,98.4
631987332,2446.32,176,199.94,9.0,58.57,0.75,100.94
632003483,3538.48,132,365.77,6.0,56.53,0.72,102.53
632082728,3467.44,177,387.43,5.0,51.4,0.73,95.33
632135918,2574.04,112,199.95,4.0,49.95,0.4,93.82
632151189,2561.05,96,302.29,4.0,50.69,0.92,99.23
632161995,2431.41,92,204.18,8.0,48.55,1.23,100.93
632162293,2301.7,104,285.11,6.0,47.04,1.22,101.45
632169431,3763.94,96,412.23,6.0,49.58,1.1,98.2
632205311,2976.11,120,172.04,7.0,49.0,1.42,94.9
632252484,3013.41,112,169.6,11.0,49.65,1.06,107.26
632261291,3046.08,92,251.39,6.0,46.23,1.24,96.65
632313087,3107.7,149,299.23,6.0,51.29,1.01,90.7
632348124,2745.18,111,314.26,7.0,47.0,1.11,88.77
632374381,3777.96,135,212.05,7.0,45.67,0.74,106.06
632461467,2612.28,107,355.9,6.0,48.9,0.98,104.3
632499409,2587.93,182,338.34,9.0,43.94,1.12,99.17
632617046,3756.38,84,354.66,7.0,52.72,1.04,104.01
632628141,3377.0,165,298.71,6.0,51.18,0.72,78.59
632640024,1857.71,83,422.06,8.0,52.4,0.87,87.25
632743577,3431.2,109,282.38,8.0,44.67,1.07,89.63
632793141,2965.96,86,432.99,6.0,48.1,1.43,86.72
632831722,2695.79,126,315.42,10.0,48.68,0.96,97.63
632858070,2636.68,88,298.34,9.0,44.34,0.77,100.41
632980064,2782.01,127,347.86,6.0,45.38,0.96,84.68
632998767,2266.53,148,291.37,9.0,44.34,1.1,96.53
633036676,2162.39,107,300.07,9.0,52.23,1.15,108.83
633162448,3802.57,120,318.89,6.0,57.89,1.23,99.56
633203981,2369.06,150,253.73,8.0,42.92,1.08,105.75
633243705,2931.32,148,350.0,9.0,52.88,1.17,96.62
633262786,3784.03,120,361.36,5.0,45.65,0.86,114.76
633405674,2981.12,90,360.6,7.0,46.06,1.62,108.4
633415644,2662.8,121,265.28,9.0,51.08,1.22,102.43
633558760,2763.49,151,252.45,6.0,52.7,1.37,94.41
633603976,4038.02,103,246.33,6.0,46.78,1.3,103.41
633653606,3467.37,111,272.78,3.0,47.85,0.96,95.43
633762160,3248.87,103,305.96,12.0,43.7,0.93,105.02
633780058,2994.94,114,398.71,8.0,48.79,0.62,94.36
633793050,2438.4,95,311.73,8.0,53.27,1.11,102.32
634004519,3186.84,125,512.76,6.0,49.52,1.0,97.53
634012123,2991.1,153,230.5,7.0,51.42,0.86,95.09
634055076,2747.75,108,348.8,5.0,53.62,0.82,115.86
634092794,3227.67,80,333.51,5.0,49.81,0.86,103.09
634164948,3333.87,88,330.5,7.0,51.51,1.09,104.1
634174312,3473.21,149,327.48,9.0,45.47,1.15,94.31
634188084,3436.46,127,242.41,7.0,53.64,0.84,101.82
634304952,3650.97,154,193.38,8.0,51.51,0.91,107.33
634344996,1848.3,81,302.92,3.0,49.11,1.03,112.74
634374710,3621.92,113,366.96,9.0,50.68,0.83,95.2
634434348,1337.57,138,400.42,7.0,55.43,1.14,100.17
634442242,2819.41,108,318.99,7.0,41.4,0.41,94.99
634470231,2188.27,59,330.07,5.0,52.73,0.82,82.7
634574831,2960.86,104,312.8,4.0,49.85,1.02,88.79
634659277,3161.69,101,261.79,7.0,47.73,1.16,109.47
634708754,3559.1,119,245.38,8.0,43.66,1.13,106.02
634745922,3571.33,123,360.19,9.0,47.81,1.0,94.32
634780735,3002.36,124,223.1,11.0,54.88,1.07,100.13
634825440,3521.04,130,302.81,7.0,45.16,1.06,92.58
634957941,1891.13,107,344.59,8.0,51.27,1.25,80.11
634971123,1876.99,73,356.44,6.0,54.26,0.98,93.56
635000049,2361.07,104,339.17,9.0,54.23,1.0,96.79
635067679,3114.18,92,356.08,7.0,46.89,1.43,96.15
635079556,2419.74,166,296.64,7.0,48.88,1.38,110.95
635079863,3757.06,110,170.23,9.0,57.48,0.69,98.82
635148813,3132.83,115,209.98,5.0,49.64,0.78,84.8
635236684,1837.06,97,313.78,8.0,53.84,0.97,110.02
635237879,3278.96,151,231.59,10.0,52.09,0.83,110.93
635249411,2996.26,84,458.0,4.0,52.59,1.2,99.45
635339770,3791.18,81,277.99,7.0,46.04,0.82,102.33
635370139,4062.77,95,379.2,9.0,50.2,1.09,83.42
635399957,2606.78,109,334.25,7.0,54.34,1.09,105.56
635424063,3009.01,142,206.33,5.0,46.18,1.43,105.76
635730565,2859.2,110,415.32,4.0,59.27,0.8,82.23
635748235,3407.8,115,277.27,7.0,45.88,1.12,88.75
635789198,2175.76,115,164.86,4.0,49.56,1.1,99.12
635791723,2169.19,114,273.68,5.0,44.9,0.78,96.0
635808731,3781.23,130,370.61,7.0,46.38,0.85,111.93
635827618,3770.14,127,278.06,7.0,53.71,1.01,105.03
635919303,3066.88,156,393.53,6.0,45.5,1.58,111.41
636112790,3248.05,118,318.96,8.0,51.74,1.33,104.84
636188711,3719.85,129,273.15,6.0,49.53,0.87,108.62
636241415,2778.33,95,351.42,7.0,41.42,0.98,96.13
636285879,2613.51,104,230.77,9.0,51.98,1.1,104.08
636305311,3614.9,142,417.34,5.0,50.71,1.2,105.07
636343019,2696.24,127,267.35,8.0,48.31,1.06,98.32
636377849,3959.99,133,356.04,4.0,45.3,1.32,119.81
636393351,3091.1,147,294.74,7.0,52.6,1.41,91.61
636442671,2189.39,128,205.34,6.0,45.43,1.16,93.06
636468537,1901.86,89,291.19,8.0,52.28,1.14,110.18
636474492,2657.17,134,280.1,8.0,49.13,0.92,89.39
636479355,2755.44,130,269.7,6.0,54.44,0.58,89.34
636549769,2650.62,81,297.98,5.0,51.49,1.12,99.88
636588093,3334.27,151,245.15,6.0,55.89,1.02,107.03
636617500,3197.33,145,298.97,9.0,47.86,0.81,108.45
636740828,2104.28,72,358.0,9.0,46.98,1.34,87.52
636832311,3650.54,132,242.12,6.0,47.15,0.73,103.4
636852629,3257.78,101,413.86,4.0,51.07,0.86,88.71
636893597,2247.78,80,389.53,11.0,46.04,0.74,99.32
636907493,3650.83,119,239.85,6.0,54.8,0.9,86.78
636944919,3514.77,111,350.71,7.0,51.22,1.46,104.17
637038478,3726.15,67,312.33,6.0,48.49,0.94,98.63
637170624,3714.63,98,446.85,5.0,49.02,0.86,92.68
637214138,3149.63,137,395.51,5.0,56.45,1.26,96.27
637217383,2614.76,90,382.12,8.0,48.21,0.84,104.79
637250103,3000.87,120,326.62,7.0,48.61,0.87,97.28
637380410,2740.39,122,284.19,4.0,60.41,1.25,100.74
637463822,2615.15,103,301.75,4.0,46.18,0.86,95.28
637467200,3851.42,115,269.57,9.0,50.48,0.44,98.34
637486463,3235.67,151,301.11,9.0,47.57,1.23,108.85
637654803,3313.81,152,379.93,6.0,49.03,0.85,110.46
637768943,2846.98,98,344.22,4.0,51.05,0.66,86.24
637828703,2953.66,132,256.96,8.0,47.57,0.85,87.54
637847952,2486.51,122,294.49,6.0,50.2,1.44,97.75
637866059,2926.68,152,249.68,8.0,52.39,1.08,100.26
637888067,2202.91,129,393.48,5.0,42.21,0.53,108.89
638016609,2188.15,150,324.55,4.0,51.88,1.05,96.19
638142555,3163.22,92,273.01,6.0,45.16,0.74,105.32
638225567,2780.98,153,298.6,4.0,47.69,1.05,95.11
638247764,2680.69,60,359.13,8.0,48.04,0.83,107.01
638361938,3864.06,137,387.11,9.0,51.82,0.96,106.9
638381181,3819.79,123,379.94,8.0,53.48,0.99,101.58
638448549,2604.19,132,222.49,8.0,54.84,0.91,106.6
638476639,3643.15,87,339.56,6.0,50.79,0.81,106.8
638507064,3517.66,94,203.57,8.0,51.68,1.22,92.88
638566195,4839.33,130,290.33,6.0,48.0,1.3,104.48
638643883,4170.52,110,370.3,6.0,50.15,1.36,92.19
638684691,3109.85,106,396.56,5.0,53.38,1.08,83.46
638716531,2298.51,110,273.85,10.0,54.36,1.44,104.64
638871239,3848.28,92,299.5,7.0,50.37,0.97,107.87
638880896,2603.16,122,298.18,4.0,44.34,0.75,97.22
639009736,3764.21,146,274.98,8.0,52.34,0.91,102.62
639043822,2453.55,79,344.38,7.0,45.16,0.97,99.74
639052334,2317.95,95,335.66,5.0,48.95,0.91,110.88
639094541,3292.8,125,394.8,8.0,55.91,1.07,111.15
639112035,2403.13,94,232.22,8.0,53.55,1.06,105.34
639140592,1920.19,95,271.17,8.0,52.28,0.87,102.97
639243213,2583.3,151,377.32,7.0,47.98,1.16,115.0
639284198,4225.45,94,283.35,6.0,53.58,1.24,93.72
639337946,2626.04,150,256.57,7.0,47.77,1.07,109.75
639382789,3137.8,123,229.91,3.0,51.48,0.77,95.83
639453672,2364.33,113,217.41,6.0,49.29,0.84,91.65
639505128,1714.7,93,276.48,7.0,51.98,0.39,95.33
639567262,2918.97,173,331.78,8.0,47.61,1.16,88.24
639623030,3442.9,137,293.28,8.0,44.84,1.17,88.97
639641785,2754.98,157,259.14,7.0,47.86,0.93,96.3
639678050,3103.53,141,287.11,3.0,45.84,0.88,91.28
639743350,3449.87,97,344.35,7.0,47.59,0.7,92.61
639777252,2642.64,78,286.58,5.0,46.9,1.01,95.37
639782592,3849.79,105,309.7,7.0,46.12,1.32,113.39
639800311,4241.01,113,220.01,8.0,51.37,1.57,90.13
639817163,2917.51,192,384.8,8.0,51.55,0.82,101.62
639861603,2436.67,87,241.44,7.0,46.65,0.66,92.48
650102257,3563.69,117,340.89,8.0,46.81,0.76,96.15
650179233,2779.07,88,311.11,7.0,49.38,1.0,101.91
650363299,3582.42,109,453.27,9.0,49.6,0.62,103.42
650368659,3108.97,151,335.09,8.0,53.04,0.84,99.52
650500177,3331.74,99,361.01,8.0,51.92,0.58,102.59
650522030,3712.2,142,232.46,6.0,52.45,1.12,114.8
650551461,2560.61,145,406.59,6.0,53.77,1.2,113.8
650630565,2598.77,146,245.03,8.0,52.23,1.24,97.32
650798967,3286.45,144,199.9,6.0,44.47,0.49,106.89
650856750,3287.55,184,374.11,5.0,55.28,0.72,88.88
650858674,4085.04,84,333.96,8.0,60.46,1.26,114.01
650871897,3831.87,83,278.57,7.0,49.29,0.79,99.25
650932788,2735.32,100,225.72,10.0,51.24,1.17,96.32
650972717,2247.21,94,405.86,8.0,47.84,0.88,108.75
651071040,2828.72,95,185.6,5.0,49.7,1.14,104.04
651163521,2069.21,69,351.12,11.0,45.36,0.87,86.78
651222374,3098.17,105,281.83,4.0,51.86,1.59,106.66
651242033,2460.32,176,348.14,10.0,50.4,1.11,99.71
651280057,2346.8,104,180.78,10.0,49.5,0.99,99.37
651484037,2264.79,105,352.59,7.0,46.93,1.19,101.93
651518452,4006.63,124,300.17,8.0,50.5,1.26,109.79
651556612,3301.76,142,421.29,6.0,50.45,1.26,93.09
651602638,2228.15,84,304.12,9.0,48.18,1.44,94.84
651607044,2248.59,69,314.54,6.0,47.4,0.66,99.63
651645854,3377.08,111,274.55,4.0,57.51,1.06,90.89
651875878,2818.63,158,298.25,6.0,48.06,1.25,106.84
651899313,3097.62,72,396.12,7.0,53.83,1.19,92.58
652001160,4463.47,72,244.45,7.0,55.53,0.94,90.32
652130115,3411.43,105,337.66,4.0,41.7,0.96,91.82
652145685,3549.67,104,262.48,6.0,55.45,1.08,99.88
652214970,3532.09,109,308.61,4.0,52.31,0.78,103.46
652228760,3663.89,164,354.36,7.0,45.88,1.47,103.73
652254101,3402.41,116,264.82,8.0,61.78,1.35,97.68
652319886,2614.78,129,286.17,8.0,42.23,0.99,95.18
652343873,2683.38,220,302.59,9.0,55.11,0.95,96.13
652392941,3453.75,143,438.95,5.0,56.61,0.84,80.32
652453339,3967.33,117,234.59,3.0,51.5,0.99,98.6
652461114,2439.98,91,329.99,6.0,53.96,1.06,118.58
652523818,2428.59,115,302.3,6.0,49.08,1.24,89.15
652535385,2917.05,148,330.45,8.0,49.58,1.25,84.64
652543608,3213.95,141,231.25,2.0,45.28,1.43,114.19
652555416,2941.51,114,394.12,6.0,52.42,1.12,103.79
652687450,2499.51,104,295.78,6.0,48.1,0.86,82.67
652714725,2196.06,152,287.65,4.0,45.82,1.13,92.75
652726234,2974.66,145,381.48,4.0,51.43,0.72,110.68
652758594,2655.35,129,373.96,7.0,47.77,1.38,102.98
652805694,2888.15,107,262.08,7.0,48.54,1.38,101.1
652860127,2343.03,94,317.38,9.0,45.73,1.27,100.12
652903687,3370.33,150,369.2,7.0,49.26,1.07,93.56
653009764,2194.31,101,386.29,8.0,49.11,1.13,96.39
653086421,2997.32,120,313.98,8.0,48.28,1.37,96.05
